LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
3-3-30-200,200,___________ ________,___________ _______,Puwakdandawa East,357,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-205,205,_______ _____,_______ ______,Aranwela West,335,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-210,210,_________ _____,_________ ______,Sitinamaluwa West,358,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-215,215,_________ ____,_________ ______,Sitinamaluwa North,359,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-220,220,_________ ________,_________ _______,Sitinamaluwa East,360,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-225,225,_________ ____,_________ ______,Sitinamaluwa South,361,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-230,230,______,______,Pahalagoda,356,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-235,235,______,______,Medagoda,355,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-240,240,________ ____,_________ ______,Beliatta South,352,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-245,245,_________ ________,_______ _______,Kudaheela East,366,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-250,250,_________ ____,_______ ______,Kudaheela North,368,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-255,255,_______ _____,_______ ______,Mahaheella West,344,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-260,260,_______ ____,________ ______,Mahaheella North,345,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-265,265,________ ____,________ ______,Getamanna South,336,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-270,270,________,____ ____,Nayakawatta,338,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-275,275,_____ ____,_____ ______,Ambala North,371,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-280,280,_____ _____,_____ ______,Ambala West,370,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-285,285,__________,__________,Miriswatta,369,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-290,290,_________ ____,_______ ______,Kudaheela South,367,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-295,295,______,______,Ovilana,365,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-300,300,_________,___________,Mihindupura,364,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-305,305,_____ ________,______ _______,Palapotha East,363,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-310,310,_____ _____,______ ______,Palapotha West,362,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-315,315,__________ ________,__________ _______,Dedduwawala East,373,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-320,320,__________,__________,Dedduwawala,372,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-325,325,____ ____,____ ______,Galagama North,377,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-330,330,____ _____,____ ______,Galagama West,378,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-335,335,____ ____,____ ______,Galagama South,379,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-340,340,____ ________,____ _______,Galagama East,380,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-350,350,__________ ____,__________ ______,Nakulugamuwa North,375,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-355,355,________,________,Wewdaththa,376,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-30-360,360,__________ _____,__________ ______,Nakulugamuwa West,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,30: ________/ _________/ Beliatta,30,________,_________,Beliatta
3-3-33-005,005,_________,__________,Sudarshanagama,307,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-010,010,_________ _____,__________ ______,Pattiyapola West,261,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-015,015,______,______,Thalunna,248,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-020,020,________,__________,Andupalana,247,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-025,025,_______,_______,Kadiragoda,246,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-030,030,__________,_________ __,Gotaimbaragama,250,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-035,035,________ ____,________ ______,Kattakaduwa North,249,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-040,040,________ ____,________ ______,Kattakaduwa South,251,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-045,045,____ ________,____ _______,Ranna East,253,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-050,050,____ _____,____ ______,Ranna West,252,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-055,055,______,______,Vigamuwa,245,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-060,060,_________ ________,__________ _______,Pattiyapola East,263,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-065,065,_________ ____,__________ ______,Pattiyapola South,262,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-070,070,____________ ____,____________ ______,Vitharandeniya North,308,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-075,075,_____ ____,________ ______,Thenagama South,306,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-080,080,_____ ____,_____ ______,Thenagama North,305,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-085,085,_________,________ __,Thalapitiyagama,304,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-090,090,____________,__________,Athgalmulla,303,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-095,095,_________,_________,Uduwilagoda,302,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-100,100,____________ ____,____________ ______,Vitharandeniya south,309,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-105,105,________,________,Aluthgoda,266,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-110,110,_______,________,Palathuduwa,267,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-115,115,__________,_________,Marakolliya,259,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-120,120,_____,_____,Medagama,258,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-125,125,___________ ____,_____________ ______,Netolpitiya North,256,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-130,130,___________ ____,_____________ ______,Netolpitiya South,257,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-135,135,______,______,Wadigala,244,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-140,140,_____,_______,Kahandawa,243,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-145,145,________ _____,______ __ ______,Nidahasgama West,241,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-150,150,________ ________,______ __ _______,Nidahasgama East,240,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-155,155,_______,_________,Kahandamodara,239,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-160,160,_________,_________,Gurupokuna,238,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-165,165,_______,_____ ___,Wella Odaya,242,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-170,170,____  ________,_____ _______,Rekawa East,254,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-175,175,____ _____,_____ ______,Rekawa West,255,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-180,180,_______,_______,Medilla,260,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-185,185,__________,__________,Walgameliya,265,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-190,190,_________,_________,Godawanagoda,264,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-195,195,______,______,Wagegoda,300,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-200,200,____ ________,____ _______,Nalagama East,301,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-205,205,_________,___________,Siyambalagoda,298,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-210,210,____ _____,_____ ______,Nalagama West,299,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-215,215,___________ ____,___________ ______,Polommaruwa North,282,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-220,220,________,________,Danketiya,269,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-225,225,________,________,Medaketiya,268,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-230,230,_________,______ ___,Kotuwe Goda,272,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-235,235,___________ ____,_____________ ______,Indipokunagoda North,270,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-240,240,___________ ____,___________ ______,Polommaruwa South,281,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-245,245,__________ ________,__________ _______,Kadurupokuna East,277,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-250,250,___________  ____,_____________ ______,Indipokunagoda South,271,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-255,255,____________ ______,__________ _____,Pallikkudawa Urban,273,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-260,260,____________ ________,__________ ________ _____,Pallikkudawa Rural,274,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-265,265,__________  ____,__________ ______,Kadurupokuna South,280,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-270,270,___________ ____,__________ ______,Kadurupokuna North,279,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-275,275,__________ _____,__________ ______,Kadurupokuna West,278,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-280,280,________ _____,_______ ______,Seenimodara West,297,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-285,285,________ ________,________ _______,Seenimodara East,296,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-290,290,_______ _____,_______ ______,Unakooruwa West,276,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-295,295,_______ ________,_______ _______,Unakooruwa East,275,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-300,300,_________ ________,_______ __ _______,Moraketiara East,295,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-305,305,_________ _____,_______ __ ______,Moraketiara West,294,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-310,310,_______,_______,Pahajjawa,284,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-315,315,_____,_____,Mahawela,283,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-320,320,______,______,Ihalagoda,286,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-325,325,__________ ____,__________ ______,Nakulugamuwa South,285,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-330,330,_________ ____,_________ ______,Kudawella North,289,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-335,335,_________ ______,_________ _____,Kudawella Central,290,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-340,340,_________ ________,_________ _______,Kudawella East,287,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-345,345,_______ ____,_______ ______,Mawella South,293,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-350,350,_______ ____,_______ ______,Mawella North,292,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-355,355,_________ ____,_________ ______,Kudawella South,291,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-33-360,360,_________ _____,_________ ______,Kudawella West,288,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,33: ______/ ________/ Tangalle,33,______,________,Tangalle
3-3-36-005,005,_____,_____,rammala,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-010,010,________________,______________,Saputhanthrikanda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-015,015,________,________,Warapitiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-020,020,_________,________,Keradeniya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-025,025,__________ _____,__________ ______,Haggithakanda North,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-030,030,_________,_________,Konkarahena,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-035,035,_________,_________,Mapitakanda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-040,040,______,______,Radaniara,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-045,045,_______,______,Namaneliya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-050,050,______,______,Udahagoda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-055,055,________,________,Weedikanda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-060,060,________,________,Galwadiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-065,065,__ __________,__ __________,Uda Julampitiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-070,070,__________,__________,Julampitiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-075,075,_____ __________,_____ __________,Palle Julampitiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-080,080,______,______,Pahalaobada,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-085,085,____ ____,____ ______,Bowala North,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-090,090,____ _____,____ ______,Bowala West,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-095,095,_______,_______,Welandagada,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
